unit_code,timestamp,power,emissions
ADPPV1,2026-05-03 03:40:00+10:00,0.0,0.0
ANGAST1,2026-05-03 03:40:00+10:00,0.0,0.0
ARWF1,2026-05-03 03:40:00+10:00,181.1,0.0
BARCALDN,2026-05-03 03:40:00+10:00,0.0,0.0
BDL01,2026-05-03 03:40:00+10:00,0.0,0.0
BDL02,2026-05-03 03:40:00+10:00,0.0,0.0
BW01,2026-05-03 03:40:00+10:00,496.5286,37.4498
BW02,2026-05-03 03:40:00+10:00,507.6616,38.28
BW03,2026-05-03 03:40:00+10:00,0.0,0.0
BW04,2026-05-03 03:40:00+10:00,508.8823,38.2981
ADPBA1,2026-05-03 03:45:00+10:00,-0.009,0.0
ADPBA1L,2026-05-03 03:45:00+10:00,0.009,0.0
ADPPV1,2026-05-03 03:45:00+10:00,0.0,0.0
ANGAST1,2026-05-03 03:45:00+10:00,0.0,0.0
ARWF1,2026-05-03 03:45:00+10:00,181.6,0.0
BARCALDN,2026-05-03 03:45:00+10:00,0.0,0.0
BDL01,2026-05-03 03:45:00+10:00,0.0,0.0
BDL02,2026-05-03 03:45:00+10:00,0.0,0.0
BW01,2026-05-03 03:45:00+10:00,509.0044,37.3681
BW02,2026-05-03 03:45:00+10:00,523.7995,38.3316
BW03,2026-05-03 03:45:00+10:00,0.0,0.0
BW04,2026-05-03 03:45:00+10:00,520.8209,38.2663
ADPBA1,2026-05-03 03:50:00+10:00,-0.011,0.0
ADPBA1L,2026-05-03 03:50:00+10:00,0.011,0.0
ADPPV1,2026-05-03 03:50:00+10:00,0.0,0.0
ANGAST1,2026-05-03 03:50:00+10:00,0.0,0.0
ARWF1,2026-05-03 03:50:00+10:00,180.5,0.0
BARCALDN,2026-05-03 03:50:00+10:00,0.0,0.0
BDL01,2026-05-03 03:50:00+10:00,0.0,0.0
BDL02,2026-05-03 03:50:00+10:00,0.0,0.0
BW01,2026-05-03 03:50:00+10:00,511.7388,37.9334
BW02,2026-05-03 03:50:00+10:00,526.3386,39.0258
BW03,2026-05-03 03:50:00+10:00,0.0,0.0
BW04,2026-05-03 03:50:00+10:00,523.5065,38.8098
ADPBA1,2026-05-03 03:55:00+10:00,-0.066,0.0
ADPBA1L,2026-05-03 03:55:00+10:00,0.066,0.0
ADPPV1,2026-05-03 03:55:00+10:00,0.0,0.0
ANGAST1,2026-05-03 03:55:00+10:00,0.0,0.0
ARWF1,2026-05-03 03:55:00+10:00,191.9,0.0
BARCALDN,2026-05-03 03:55:00+10:00,0.0,0.0
BDL01,2026-05-03 03:55:00+10:00,0.0,0.0
BDL02,2026-05-03 03:55:00+10:00,0.0,0.0
BW01,2026-05-03 03:55:00+10:00,503.9262,37.7447
BW02,2026-05-03 03:55:00+10:00,521.6266,38.945
BW03,2026-05-03 03:55:00+10:00,0.0,0.0
BW04,2026-05-03 03:55:00+10:00,520.4059,38.7944
ADPBA1,2026-05-03 04:00:00+10:00,-0.025,0.0
ADPBA1L,2026-05-03 04:00:00+10:00,0.025,0.0
ADPPV1,2026-05-03 04:00:00+10:00,0.0,0.0
ANGAST1,2026-05-03 04:00:00+10:00,0.0,0.0
ARWF1,2026-05-03 04:00:00+10:00,192.7,0.0
BARCALDN,2026-05-03 04:00:00+10:00,0.0,0.0
BDL01,2026-05-03 04:00:00+10:00,0.0,0.0
BDL02,2026-05-03 04:00:00+10:00,0.0,0.0
BW01,2026-05-03 04:00:00+10:00,504.8295,37.4879
BW02,2026-05-03 04:00:00+10:00,519.0143,38.6728
BW03,2026-05-03 04:00:00+10:00,0.0,0.0
BW04,2026-05-03 04:00:00+10:00,519.9176,38.661
ADPBA1,2026-05-03 04:05:00+10:00,-0.025,0.0
ADPBA1L,2026-05-03 04:05:00+10:00,0.025,0.0
ADPPV1,2026-05-03 04:05:00+10:00,0.0,0.0
ANGAST1,2026-05-03 04:05:00+10:00,0.0,0.0
ARWF1,2026-05-03 04:05:00+10:00,207.4,0.0
BARCALDN,2026-05-03 04:05:00+10:00,0.0,0.0
BDL01,2026-05-03 04:05:00+10:00,0.0,0.0
BDL02,2026-05-03 04:05:00+10:00,0.0,0.0
BW01,2026-05-03 04:05:00+10:00,506.8803,37.5977
BW02,2026-05-03 04:05:00+10:00,521.358,38.6628
BW03,2026-05-03 04:05:00+10:00,0.0,0.0
BW04,2026-05-03 04:05:00+10:00,519.8932,38.6419
ADPBA1,2026-05-03 04:10:00+10:00,-0.025,0.0
ADPBA1L,2026-05-03 04:10:00+10:00,0.025,0.0
ADPPV1,2026-05-03 04:10:00+10:00,0.0,0.0
ANGAST1,2026-05-03 04:10:00+10:00,0.0,0.0
ARWF1,2026-05-03 04:10:00+10:00,196.6,0.0
BARCALDN,2026-05-03 04:10:00+10:00,0.0,0.0
BDL01,2026-05-03 04:10:00+10:00,0.0,0.0
BDL02,2026-05-03 04:10:00+10:00,0.0,0.0
BW01,2026-05-03 04:10:00+10:00,497.3343,37.3191
BW02,2026-05-03 04:10:00+10:00,512.6909,38.4279
BW03,2026-05-03 04:10:00+10:00,0.0,0.0
BW04,2026-05-03 04:10:00+10:00,511.8852,38.3435
ADPBA1,2026-05-03 04:15:00+10:00,-0.056,0.0
ADPBA1L,2026-05-03 04:15:00+10:00,0.056,0.0
ADPPV1,2026-05-03 04:15:00+10:00,0.0,0.0
ANGAST1,2026-05-03 04:15:00+10:00,0.0,0.0
ARWF1,2026-05-03 04:15:00+10:00,201.9,0.0
BARCALDN,2026-05-03 04:15:00+10:00,0.0,0.0
BDL01,2026-05-03 04:15:00+10:00,0.0,0.0
BDL02,2026-05-03 04:15:00+10:00,0.0,0.0
BW01,2026-05-03 04:15:00+10:00,481.1231,36.362
BW02,2026-05-03 04:15:00+10:00,498.0179,37.5605
BW03,2026-05-03 04:15:00+10:00,0.0,0.0
BW04,2026-05-03 04:15:00+10:00,496.3577,37.4688
ADPBA1,2026-05-03 04:20:00+10:00,-0.008,0.0
ADPBA1L,2026-05-03 04:20:00+10:00,0.008,0.0
ADPPV1,2026-05-03 04:20:00+10:00,0.0,0.0
ANGAST1,2026-05-03 04:20:00+10:00,0.0,0.0
ARWF1,2026-05-03 04:20:00+10:00,197.9,0.0
BARCALDN,2026-05-03 04:20:00+10:00,0.0,0.0
BDL01,2026-05-03 04:20:00+10:00,0.0,0.0
BDL02,2026-05-03 04:20:00+10:00,0.0,0.0
BW01,2026-05-03 04:20:00+10:00,472.5292,35.4401
BW02,2026-05-03 04:20:00+10:00,484.2481,36.5034
BW03,2026-05-03 04:20:00+10:00,0.0,0.0
BW04,2026-05-03 04:20:00+10:00,484.5411,36.4527
ADPBA1,2026-05-03 04:25:00+10:00,-0.01,0.0
ADPBA1L,2026-05-03 04:25:00+10:00,0.01,0.0
ADPPV1,2026-05-03 04:25:00+10:00,0.0,0.0
ANGAST1,2026-05-03 04:25:00+10:00,0.0,0.0
ARWF1,2026-05-03 04:25:00+10:00,206.6,0.0
BARCALDN,2026-05-03 04:25:00+10:00,0.0,0.0
BDL01,2026-05-03 04:25:00+10:00,0.0,0.0
BDL02,2026-05-03 04:25:00+10:00,0.0,0.0
BW01,2026-05-03 04:25:00+10:00,479.2676,35.3711
BW02,2026-05-03 04:25:00+10:00,491.2551,36.2522
BW03,2026-05-03 04:25:00+10:00,0.0,0.0
BW04,2026-05-03 04:25:00+10:00,491.133,36.2585
ADPBA1,2026-05-03 04:30:00+10:00,-0.01,0.0
ADPBA1L,2026-05-03 04:30:00+10:00,0.01,0.0
ADPPV1,2026-05-03 04:30:00+10:00,0.0,0.0
ANGAST1,2026-05-03 04:30:00+10:00,0.0,0.0
ARWF1,2026-05-03 04:30:00+10:00,209.4,0.0
BARCALDN,2026-05-03 04:30:00+10:00,0.0,0.0
BDL01,2026-05-03 04:30:00+10:00,0.0,0.0
BDL02,2026-05-03 04:30:00+10:00,0.0,0.0
BW01,2026-05-03 04:30:00+10:00,466.4988,35.147
BW02,2026-05-03 04:30:00+10:00,477.998,36.0198
BW03,2026-05-03 04:30:00+10:00,0.0,0.0
BW04,2026-05-03 04:30:00+10:00,478.2666,36.0253
ADPBA1,2026-05-03 04:35:00+10:00,-0.01,0.0
ADPBA1L,2026-05-03 04:35:00+10:00,0.01,0.0
ADPPV1,2026-05-03 04:35:00+10:00,0.0,0.0
ANGAST1,2026-05-03 04:35:00+10:00,0.0,0.0
ARWF1,2026-05-03 04:35:00+10:00,208.5,0.0
BARCALDN,2026-05-03 04:35:00+10:00,0.0,0.0
BDL01,2026-05-03 04:35:00+10:00,0.0,0.0
BDL02,2026-05-03 04:35:00+10:00,0.0,0.0
BW01,2026-05-03 04:35:00+10:00,474.3114,34.9628
BW02,2026-05-03 04:35:00+10:00,482.8321,35.7069
BW03,2026-05-03 04:35:00+10:00,0.0,0.0
BW04,2026-05-03 04:35:00+10:00,481.5869,35.6706
ADPBA1,2026-05-03 04:40:00+10:00,-0.018,0.0
ADPBA1L,2026-05-03 04:40:00+10:00,0.018,0.0
ADPPV1,2026-05-03 04:40:00+10:00,0.0,0.0
ANGAST1,2026-05-03 04:40:00+10:00,0.0,0.0
ARWF1,2026-05-03 04:40:00+10:00,199.4,0.0
BARCALDN,2026-05-03 04:40:00+10:00,0.0,0.0
BDL01,2026-05-03 04:40:00+10:00,0.0,0.0
BDL02,2026-05-03 04:40:00+10:00,0.0,0.0
BW01,2026-05-03 04:40:00+10:00,463.9353,34.8676
BW02,2026-05-03 04:40:00+10:00,469.7215,35.3992
BW03,2026-05-03 04:40:00+10:00,0.0,0.0
BW04,2026-05-03 04:40:00+10:00,469.5506,35.3466
ADPBA1,2026-05-03 04:45:00+10:00,-0.018,0.0
ADPBA1L,2026-05-03 04:45:00+10:00,0.018,0.0
ADPPV1,2026-05-03 04:45:00+10:00,0.0,0.0
ANGAST1,2026-05-03 04:45:00+10:00,0.0,0.0
ARWF1,2026-05-03 04:45:00+10:00,203.4,0.0
BARCALDN,2026-05-03 04:45:00+10:00,0.0,0.0
BDL01,2026-05-03 04:45:00+10:00,0.0,0.0
BDL02,2026-05-03 04:45:00+10:00,0.0,0.0
BW01,2026-05-03 04:45:00+10:00,466.7918,34.5881
BW02,2026-05-03 04:45:00+10:00,478.4131,35.235
BW03,2026-05-03 04:45:00+10:00,0.0,0.0
BW04,2026-05-03 04:45:00+10:00,477.583,35.1979
ADPBA1,2026-05-03 04:50:00+10:00,-0.011,0.0
ADPBA1L,2026-05-03 04:50:00+10:00,0.011,0.0
ADPPV1,2026-05-03 04:50:00+10:00,0.0,0.0
ANGAST1,2026-05-03 04:50:00+10:00,0.0,0.0
ARWF1,2026-05-03 04:50:00+10:00,204.6,0.0
BARCALDN,2026-05-03 04:50:00+10:00,0.0,0.0
BDL01,2026-05-03 04:50:00+10:00,0.0,0.0
BDL02,2026-05-03 04:50:00+10:00,0.0,0.0
BW01,2026-05-03 04:50:00+10:00,473.164,34.9311
BW02,2026-05-03 04:50:00+10:00,485.4933,35.8212
BW03,2026-05-03 04:50:00+10:00,0.0,0.0
BW04,2026-05-03 04:50:00+10:00,483.8819,35.7304
ADPBA1,2026-05-03 04:55:00+10:00,-0.009,0.0
ADPBA1L,2026-05-03 04:55:00+10:00,0.009,0.0
ADPPV1,2026-05-03 04:55:00+10:00,0.0,0.0
ANGAST1,2026-05-03 04:55:00+10:00,0.0,0.0
ARWF1,2026-05-03 04:55:00+10:00,202.5,0.0
BARCALDN,2026-05-03 04:55:00+10:00,0.0,0.0
BDL01,2026-05-03 04:55:00+10:00,0.0,0.0
BDL02,2026-05-03 04:55:00+10:00,0.0,0.0
BW01,2026-05-03 04:55:00+10:00,465.5467,34.8848
BW02,2026-05-03 04:55:00+10:00,474.9218,35.6914
BW03,2026-05-03 04:55:00+10:00,0.0,0.0
BW04,2026-05-03 04:55:00+10:00,474.2382,35.6062
ADPBA1,2026-05-03 05:00:00+10:00,-0.025,0.0
ADPBA1L,2026-05-03 05:00:00+10:00,0.025,0.0
ADPPV1,2026-05-03 05:00:00+10:00,0.0,0.0
ANGAST1,2026-05-03 05:00:00+10:00,0.0,0.0
ARWF1,2026-05-03 05:00:00+10:00,195.6,0.0
BARCALDN,2026-05-03 05:00:00+10:00,0.0,0.0
BDL01,2026-05-03 05:00:00+10:00,0.0,0.0
BDL02,2026-05-03 05:00:00+10:00,0.0,0.0
BW01,2026-05-03 05:00:00+10:00,476.1669,34.9965
BW02,2026-05-03 05:00:00+10:00,484.2725,35.646
BW03,2026-05-03 05:00:00+10:00,0.0,0.0
BW04,2026-05-03 05:00:00+10:00,484.1016,35.6143
ADPBA1,2026-05-03 05:05:00+10:00,-0.022,0.0
ADPBA1L,2026-05-03 05:05:00+10:00,0.022,0.0
ADPPV1,2026-05-03 05:05:00+10:00,0.0,0.0
ANGAST1,2026-05-03 05:05:00+10:00,0.0,0.0
ARWF1,2026-05-03 05:05:00+10:00,194.3,0.0
BARCALDN,2026-05-03 05:05:00+10:00,0.0,0.0
BDL01,2026-05-03 05:05:00+10:00,0.0,0.0
BDL02,2026-05-03 05:05:00+10:00,0.0,0.0
BW01,2026-05-03 05:05:00+10:00,473.5302,35.2931
BW02,2026-05-03 05:05:00+10:00,484.126,35.9881
BW03,2026-05-03 05:05:00+10:00,0.0,0.0
BW04,2026-05-03 05:05:00+10:00,485.2979,36.0253
ADPBA1,2026-05-03 05:10:00+10:00,-0.022,0.0
ADPBA1L,2026-05-03 05:10:00+10:00,0.022,0.0
ADPPV1,2026-05-03 05:10:00+10:00,0.0,0.0
ANGAST1,2026-05-03 05:10:00+10:00,0.0,0.0
ARWF1,2026-05-03 05:10:00+10:00,193.9,0.0
BARCALDN,2026-05-03 05:10:00+10:00,0.0,0.0
BDL01,2026-05-03 05:10:00+10:00,0.0,0.0
BDL02,2026-05-03 05:10:00+10:00,0.0,0.0
BW01,2026-05-03 05:10:00+10:00,472.2118,35.1461
BW02,2026-05-03 05:10:00+10:00,487.2755,36.0997
BW03,2026-05-03 05:10:00+10:00,0.0,0.0
BW04,2026-05-03 05:10:00+10:00,486.4698,36.1133
ADPBA1,2026-05-03 05:15:00+10:00,-0.01,0.0
ADPBA1L,2026-05-03 05:15:00+10:00,0.01,0.0
ADPPV1,2026-05-03 05:15:00+10:00,0.0,0.0
ANGAST1,2026-05-03 05:15:00+10:00,0.0,0.0
ARWF1,2026-05-03 05:15:00+10:00,186.2,0.0
BARCALDN,2026-05-03 05:15:00+10:00,0.0,0.0
BDL01,2026-05-03 05:15:00+10:00,0.0,0.0
BDL02,2026-05-03 05:15:00+10:00,0.0,0.0
BW01,2026-05-03 05:15:00+10:00,475.6298,35.2242
BW02,2026-05-03 05:15:00+10:00,486.5919,36.1913
BW03,2026-05-03 05:15:00+10:00,0.0,0.0
BW04,2026-05-03 05:15:00+10:00,485.5421,36.1224
ADPBA1,2026-05-03 05:20:00+10:00,-0.021,0.0
ADPBA1L,2026-05-03 05:20:00+10:00,0.021,0.0
ADPPV1,2026-05-03 05:20:00+10:00,0.0,0.0
ANGAST1,2026-05-03 05:20:00+10:00,0.0,0.0
ARWF1,2026-05-03 05:20:00+10:00,185.7,0.0
BARCALDN,2026-05-03 05:20:00+10:00,0.0,0.0
BDL01,2026-05-03 05:20:00+10:00,0.0,0.0
BDL02,2026-05-03 05:20:00+10:00,0.0,0.0
BW01,2026-05-03 05:20:00+10:00,475.7763,35.3566
BW02,2026-05-03 05:20:00+10:00,486.5431,36.1641
BW03,2026-05-03 05:20:00+10:00,0.0,0.0
BW04,2026-05-03 05:20:00+10:00,486.2013,36.1124
ADPBA1,2026-05-03 05:25:00+10:00,-0.011,0.0
ADPBA1L,2026-05-03 05:25:00+10:00,0.011,0.0
ADPPV1,2026-05-03 05:25:00+10:00,0.0,0.0
ANGAST1,2026-05-03 05:25:00+10:00,-0.1,0.0
ARWF1,2026-05-03 05:25:00+10:00,182.7,0.0
BARCALDN,2026-05-03 05:25:00+10:00,0.0,0.0
BDL01,2026-05-03 05:25:00+10:00,0.0,0.0
BDL02,2026-05-03 05:25:00+10:00,0.0,0.0
BW01,2026-05-03 05:25:00+10:00,474.6776,35.3212
BW02,2026-05-03 05:25:00+10:00,484.9805,36.1042
BW03,2026-05-03 05:25:00+10:00,0.0,0.0
BW04,2026-05-03 05:25:00+10:00,485.0538,36.0943
ADPBA1,2026-05-03 05:30:00+10:00,-0.011,0.0
ADPBA1L,2026-05-03 05:30:00+10:00,0.011,0.0
ADPPV1,2026-05-03 05:30:00+10:00,0.0,0.0
ANGAST1,2026-05-03 05:30:00+10:00,0.0,0.0
ARWF1,2026-05-03 05:30:00+10:00,180.1,0.0
BARCALDN,2026-05-03 05:30:00+10:00,0.0,0.0
BDL01,2026-05-03 05:30:00+10:00,0.0,0.0
BDL02,2026-05-03 05:30:00+10:00,0.0,0.0
BW01,2026-05-03 05:30:00+10:00,476.6796,35.3548
BW02,2026-05-03 05:30:00+10:00,488.7404,36.1859
BW03,2026-05-03 05:30:00+10:00,0.0,0.0
BW04,2026-05-03 05:30:00+10:00,488.2521,36.1705
ADPBA1,2026-05-03 05:35:00+10:00,-0.011,0.0
ADPBA1L,2026-05-03 05:35:00+10:00,0.011,0.0
ADPPV1,2026-05-03 05:35:00+10:00,0.0,0.0
ANGAST1,2026-05-03 05:35:00+10:00,0.0,0.0
ARWF1,2026-05-03 05:35:00+10:00,180.0,0.0
BARCALDN,2026-05-03 05:35:00+10:00,0.0,0.0
BDL01,2026-05-03 05:35:00+10:00,0.0,0.0
BDL02,2026-05-03 05:35:00+10:00,0.0,0.0
BW01,2026-05-03 05:35:00+10:00,476.8505,35.4355
BW02,2026-05-03 05:35:00+10:00,489.424,36.351
BW03,2026-05-03 05:35:00+10:00,0.0,0.0
BW04,2026-05-03 05:35:00+10:00,487.422,36.2585
ADPBA1,2026-05-03 05:40:00+10:00,-0.037,0.0
ADPBA1L,2026-05-03 05:40:00+10:00,0.037,0.0
ADPPV1,2026-05-03 05:40:00+10:00,0.0,0.0
ANGAST1,2026-05-03 05:40:00+10:00,0.0,0.0
ARWF1,2026-05-03 05:40:00+10:00,177.1,0.0
BARCALDN,2026-05-03 05:40:00+10:00,0.0,0.0
BDL01,2026-05-03 05:40:00+10:00,0.0,0.0
BDL02,2026-05-03 05:40:00+10:00,0.0,0.0
BW01,2026-05-03 05:40:00+10:00,469.868,35.1824
BW02,2026-05-03 05:40:00+10:00,479.4385,36.0054
BW03,2026-05-03 05:40:00+10:00,0.0,0.0
BW04,2026-05-03 05:40:00+10:00,480.9033,35.9854
ADPBA1,2026-05-03 05:45:00+10:00,-0.027,0.0
ADPBA1L,2026-05-03 05:45:00+10:00,0.027,0.0
ADPPV1,2026-05-03 05:45:00+10:00,0.0,0.0
ANGAST1,2026-05-03 05:45:00+10:00,0.0,0.0
ARWF1,2026-05-03 05:45:00+10:00,177.3,0.0
BARCALDN,2026-05-03 05:45:00+10:00,0.0,0.0
BDL01,2026-05-03 05:45:00+10:00,0.0,0.0
BDL02,2026-05-03 05:45:00+10:00,0.0,0.0
BW01,2026-05-03 05:45:00+10:00,480.7813,35.3285
BW02,2026-05-03 05:45:00+10:00,492.8664,36.1333
BW03,2026-05-03 05:45:00+10:00,0.0,0.0
BW04,2026-05-03 05:45:00+10:00,491.4504,36.1351
ADPBA1,2026-05-03 05:50:00+10:00,-0.009,0.0
ADPBA1L,2026-05-03 05:50:00+10:00,0.009,0.0
ADPPV1,2026-05-03 05:50:00+10:00,0.0,0.0
ANGAST1,2026-05-03 05:50:00+10:00,0.0,0.0
ARWF1,2026-05-03 05:50:00+10:00,177.4,0.0
BARCALDN,2026-05-03 05:50:00+10:00,0.0,0.0
BDL01,2026-05-03 05:50:00+10:00,0.0,0.0
BDL02,2026-05-03 05:50:00+10:00,0.0,0.0
BW01,2026-05-03 05:50:00+10:00,488.2765,36.0126
BW02,2026-05-03 05:50:00+10:00,499.7024,36.8863
BW03,2026-05-03 05:50:00+10:00,0.0,0.0
BW04,2026-05-03 05:50:00+10:00,497.6028,36.7556
ADPBA1,2026-05-03 05:55:00+10:00,-0.009,0.0
ADPBA1L,2026-05-03 05:55:00+10:00,0.009,0.0
ADPPV1,2026-05-03 05:55:00+10:00,0.0,0.0
ANGAST1,2026-05-03 05:55:00+10:00,0.0,0.0
ARWF1,2026-05-03 05:55:00+10:00,176.6,0.0
BARCALDN,2026-05-03 05:55:00+10:00,0.0,0.0
BDL01,2026-05-03 05:55:00+10:00,0.0,0.0
BDL02,2026-05-03 05:55:00+10:00,0.0,0.0
BW01,2026-05-03 05:55:00+10:00,484.4923,36.1505
BW02,2026-05-03 05:55:00+10:00,496.8948,37.0361
BW03,2026-05-03 05:55:00+10:00,0.0,0.0
BW04,2026-05-03 05:55:00+10:00,495.8206,36.9181
ADPBA1,2026-05-03 06:00:00+10:00,-0.009,0.0
ADPBA1L,2026-05-03 06:00:00+10:00,0.009,0.0
ADPPV1,2026-05-03 06:00:00+10:00,0.0,0.0
ANGAST1,2026-05-03 06:00:00+10:00,0.0,0.0
ARWF1,2026-05-03 06:00:00+10:00,175.8,0.0
BARCALDN,2026-05-03 06:00:00+10:00,0.0,0.0
BDL01,2026-05-03 06:00:00+10:00,0.0,0.0
BDL02,2026-05-03 06:00:00+10:00,0.0,0.0
BW01,2026-05-03 06:00:00+10:00,488.1788,36.1469
BW02,2026-05-03 06:00:00+10:00,495.4055,36.8763
BW03,2026-05-03 06:00:00+10:00,0.0,0.0
BW04,2026-05-03 06:00:00+10:00,495.9182,36.8554
ADPBA1,2026-05-03 06:05:00+10:00,-0.044,0.0
ADPBA1L,2026-05-03 06:05:00+10:00,0.044,0.0
ADPPV1,2026-05-03 06:05:00+10:00,0.0,0.0
ANGAST1,2026-05-03 06:05:00+10:00,0.0,0.0
ARWF1,2026-05-03 06:05:00+10:00,176.2,0.0
BARCALDN,2026-05-03 06:05:00+10:00,0.0,0.0
BDL01,2026-05-03 06:05:00+10:00,0.0,0.0
BDL02,2026-05-03 06:05:00+10:00,0.0,0.0
BW01,2026-05-03 06:05:00+10:00,482.1729,36.0607
BW02,2026-05-03 06:05:00+10:00,494.551,36.7893
BW03,2026-05-03 06:05:00+10:00,0.0,0.0
BW04,2026-05-03 06:05:00+10:00,496.4065,36.8773
ADPBA1,2026-05-03 06:10:00+10:00,-0.023,0.0
ADPBA1L,2026-05-03 06:10:00+10:00,0.023,0.0
ADPPV1,2026-05-03 06:10:00+10:00,0.0,0.0
ANGAST1,2026-05-03 06:10:00+10:00,0.0,0.0
ARWF1,2026-05-03 06:10:00+10:00,193.3,0.0
BARCALDN,2026-05-03 06:10:00+10:00,0.0,0.0
BDL01,2026-05-03 06:10:00+10:00,0.0,0.0
BDL02,2026-05-03 06:10:00+10:00,0.0,0.0
BW01,2026-05-03 06:10:00+10:00,503.1693,36.6178
BW02,2026-05-03 06:10:00+10:00,513.9116,37.477
BW03,2026-05-03 06:10:00+10:00,0.0,0.0
BW04,2026-05-03 06:10:00+10:00,512.813,37.5051
ADPBA1,2026-05-03 06:15:00+10:00,-0.023,0.0
ADPBA1L,2026-05-03 06:15:00+10:00,0.023,0.0
ADPPV1,2026-05-03 06:15:00+10:00,0.0,0.0
ANGAST1,2026-05-03 06:15:00+10:00,-0.1,0.0
ARWF1,2026-05-03 06:15:00+10:00,202.9,0.0
BARCALDN,2026-05-03 06:15:00+10:00,0.0,0.0
BDL01,2026-05-03 06:15:00+10:00,0.0,0.0
BDL02,2026-05-03 06:15:00+10:00,0.0,0.0
BW01,2026-05-03 06:15:00+10:00,515.6451,37.8617
BW02,2026-05-03 06:15:00+10:00,532.1248,38.8734
BW03,2026-05-03 06:15:00+10:00,0.0,0.0
BW04,2026-05-03 06:15:00+10:00,528.5115,38.6982
ADPBA1,2026-05-03 06:20:00+10:00,-0.012,0.0
ADPBA1L,2026-05-03 06:20:00+10:00,0.012,0.0
ADPPV1,2026-05-03 06:20:00+10:00,0.0,0.0
ANGAST1,2026-05-03 06:20:00+10:00,-0.1,0.0
ARWF1,2026-05-03 06:20:00+10:00,201.1,0.0
BARCALDN,2026-05-03 06:20:00+10:00,0.0,0.0
BDL01,2026-05-03 06:20:00+10:00,0.0,0.0
BDL02,2026-05-03 06:20:00+10:00,0.0,0.0
BW01,2026-05-03 06:20:00+10:00,508.2231,38.0495
BW02,2026-05-03 06:20:00+10:00,525.1911,39.2925
BW03,2026-05-03 06:20:00+10:00,0.0,0.0
BW04,2026-05-03 06:20:00+10:00,527.3152,39.2372
ADPBA1,2026-05-03 06:25:00+10:00,-0.015,0.0
ADPBA1L,2026-05-03 06:25:00+10:00,0.015,0.0
ADPPV1,2026-05-03 06:25:00+10:00,0.0,0.0
ANGAST1,2026-05-03 06:25:00+10:00,-0.1,0.0
ARWF1,2026-05-03 06:25:00+10:00,201.2,0.0
BARCALDN,2026-05-03 06:25:00+10:00,0.0,0.0
BDL01,2026-05-03 06:25:00+10:00,0.0,0.0
BDL02,2026-05-03 06:25:00+10:00,0.0,0.0
BW01,2026-05-03 06:25:00+10:00,510.9087,37.8735
BW02,2026-05-03 06:25:00+10:00,523.7507,38.9813
BW03,2026-05-03 06:25:00+10:00,0.0,0.0
BW04,2026-05-03 06:25:00+10:00,529.9519,39.2907
ADPBA1,2026-05-03 06:30:00+10:00,-0.051,0.0
ADPBA1L,2026-05-03 06:30:00+10:00,0.051,0.0
ADPPV1,2026-05-03 06:30:00+10:00,0.0,0.0
ANGAST1,2026-05-03 06:30:00+10:00,-0.1,0.0
ARWF1,2026-05-03 06:30:00+10:00,197.7,0.0
BARCALDN,2026-05-03 06:30:00+10:00,0.0,0.0
BDL01,2026-05-03 06:30:00+10:00,0.0,0.0
BDL02,2026-05-03 06:30:00+10:00,0.0,0.0
BW01,2026-05-03 06:30:00+10:00,506.4164,37.8063
BW02,2026-05-03 06:30:00+10:00,523.6042,38.9223
BW03,2026-05-03 06:30:00+10:00,0.0,0.0
BW04,2026-05-03 06:30:00+10:00,526.8513,39.2735
ADPBA1,2026-05-03 06:35:00+10:00,-0.007,0.0
ADPBA1L,2026-05-03 06:35:00+10:00,0.007,0.0
ADPPV1,2026-05-03 06:35:00+10:00,0.0,0.0
ANGAST1,2026-05-03 06:35:00+10:00,-0.1,0.0
ARWF1,2026-05-03 06:35:00+10:00,202.5,0.0
BARCALDN,2026-05-03 06:35:00+10:00,0.0,0.0
BDL01,2026-05-03 06:35:00+10:00,0.0,0.0
BDL02,2026-05-03 06:35:00+10:00,0.0,0.0
BW01,2026-05-03 06:35:00+10:00,510.6645,37.7973
BW02,2026-05-03 06:35:00+10:00,525.8747,39.0013
BW03,2026-05-03 06:35:00+10:00,0.0,0.0
BW04,2026-05-03 06:35:00+10:00,523.1892,39.0221
ADPBA1,2026-05-03 06:40:00+10:00,-0.006,0.0
ADPBA1L,2026-05-03 06:40:00+10:00,0.006,0.0
ADPPV1,2026-05-03 06:40:00+10:00,0.0,0.0
ANGAST1,2026-05-03 06:40:00+10:00,-0.1,0.0
ARWF1,2026-05-03 06:40:00+10:00,200.9,0.0
BARCALDN,2026-05-03 06:40:00+10:00,0.0,0.0
BDL01,2026-05-03 06:40:00+10:00,0.0,0.0
BDL02,2026-05-03 06:40:00+10:00,0.0,0.0
BW01,2026-05-03 06:40:00+10:00,514.9859,38.1157
BW02,2026-05-03 06:40:00+10:00,523.9948,39.0158
BW03,2026-05-03 06:40:00+10:00,0.0,0.0
BW04,2026-05-03 06:40:00+10:00,522.53,38.8615
ADPBA1,2026-05-03 06:45:00+10:00,-0.01,0.0
ADPBA1L,2026-05-03 06:45:00+10:00,0.01,0.0
ADPPV1,2026-05-03 06:45:00+10:00,0.0,0.0
ANGAST1,2026-05-03 06:45:00+10:00,-0.1,0.0
ARWF1,2026-05-03 06:45:00+10:00,198.3,0.0
